RCDTS,Type,District,City,County,District Type,District Size,Total School Tax Rate per $100 2016-17,Total Expenditures 2016-17,Education Fund 2016-17 - Dollars,General Admin 2016-17 - Dollars,Local Property Taxes 2016-17 - Dollars,General State Aid 2016-17 - Dollars,Federal Funding 2016-17 - Dollars
070161570020000,District,Hoover-Schrum Memorial SD 157,Calumet City,Cook,ELEMENTARY,MEDIUM,7.76,21192180.0,10297136.0,854965.0,6742128.0,3961263.0,1683662.0
070161580020000,District,Lansing SD 158,Lansing,Cook,ELEMENTARY,LARGE,7.08,32359566.0,22640001.0,1084490.0,19242043.0,10276511.0,2711646.0
070161590020000,District,ESD 159,Matteson,Cook,ELEMENTARY,LARGE,7.89,36149219.0,24412752.0,969989.0,27792009.0,2624665.0,1807235.0
070161600020000,District,Country Club Hills SD 160,Country Club Hills,Cook,ELEMENTARY,MEDIUM,6.27,26995711.0,15339180.0,1526431.0,7467031.0,6229683.0,1882827.0
070161610020000,District,Flossmoor SD 161,Chicago Heights,Cook,ELEMENTARY,LARGE,6.57,31420726.0,23969613.0,1496212.0,23148697.0,5536565.0,1367624.0
070161620020000,District,Matteson ESD 162,Richton Park,Cook,ELEMENTARY,LARGE,7.11,41119296.0,29555635.0,3133683.0,21969172.0,10290351.0,2906965.0
070161630020000,District,Park Forest SD 163,Park Forest,Cook,ELEMENTARY,MEDIUM,13.26,44185146.0,20019325.0,2628072.0,9350093.0,12198004.0,3685091.0
070161670020000,District,Brookwood SD 167,Glenwood,Cook,ELEMENTARY,MEDIUM,6.21,19711971.0,12811663.0,994800.0,8518987.0,5133795.0,1668655.0
070161680040000,District,CCSD 168,Sauk Village,Cook,ELEMENTARY,MEDIUM,6.42,26982074.0,16209735.0,1756021.0,4285945.0,10434443.0,2855162.0
070161690020000,District,Ford Heights SD 169,Ford Heights,Cook,ELEMENTARY,MEDIUM,19.95,12414530.0,6914056.0,1380196.0,5608388.0,1617514.0,1529861.0
070161700020000,District,Chicago Heights SD 170,Chicago Heights,Cook,ELEMENTARY,LARGE,6.06,44157098.0,34988859.0,3437904.0,12580048.0,21958053.0,6309368.0
070161710020000,District,Sunnybrook SD 171,Lansing,Cook,ELEMENTARY,MEDIUM,5.95,13002158.0,9850559.0,765236.0,6939808.0,4222140.0,1669575.0
070161720020000,District,Sandridge SD 172,Lynwood,Cook,ELEMENTARY,MEDIUM,5.41,5892812.0,3720474.0,433646.0,2030139.0,2215826.0,609692.0
070161940020000,District,Steger SD 194,Steger,Cook,ELEMENTARY,MEDIUM,4.87,33187964.0,12915992.0,658085.0,8616172.0,5512068.0,1632936.0
070162050170000,District,Thornton Twp HSD 205,South Holland,Cook,HIGH SCHOOL,LARGE,6.68,144640120.0,80387891.0,3129816.0,69712269.0,29302748.0,7098683.0
070162060170000,District,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,MEDIUM,4.46,89397291.0,40135898.0,3623635.0,30796117.0,14986190.0,7508360.0
070162100170000,District,Lemont Twp HSD 210,Lemont,Cook,HIGH SCHOOL,MEDIUM,2.3,27739740.0,18700328.0,899284.0,23347821.0,556370.0,1370048.0
070162150170000,District,Thornton Fractional Twp HSD 215,Lansing,Cook,HIGH SCHOOL,MEDIUM,5.54,60132068.0,44949550.0,1444508.0,32879673.0,16421736.0,3163822.0
070162170160000,District,Argo CHSD 217,Summit,Cook,HIGH SCHOOL,MEDIUM,4.43,72092006.0,29677703.0,1447923.0,27352037.0,5177178.0,2100396.0
070162180160000,District,CHSD 218,Oak Lawn,Cook,HIGH SCHOOL,LARGE,4.25,107221356.0,80799915.0,3629649.0,84012900.0,10391731.0,4988540.0
070162200170000,District,Reavis Twp HSD 220,Burbank,Cook,HIGH SCHOOL,MEDIUM,3.23,35407950.0,25950585.0,1553917.0,30045009.0,2073817.0,1380825.0
070162270170000,District,Rich Twp HSD 227,Matteson,Cook,HIGH SCHOOL,MEDIUM,6.46,66816305.0,48028455.0,3663202.0,53502013.0,4381875.0,3242327.0
070162280160000,District,Bremen CHSD 228,Midlothian,Cook,HIGH SCHOOL,LARGE,5.4,148548201.0,72254354.0,2545761.0,60166333.0,19386857.0,3422708.0
070162290160000,District,Oak Lawn CHSD 229,Oak Lawn,Cook,HIGH SCHOOL,MEDIUM,3.38,34144004.0,24792524.0,879444.0,24735948.0,2739511.0,767903.0
070162300130000,District,Cons HSD 230,Orland Park,Cook,HIGH SCHOOL,LARGE,2.88,139315363.0,102896005.0,1929459.0,118808767.0,4972621.0,2994589.0
070162310160000,District,Evergreen Park CHSD 231,Evergreen Park,Cook,HIGH SCHOOL,MEDIUM,4.83,22584103.0,13230751.0,1037908.0,17046039.0,1195844.0,443406.0
070162330160000,District,Homewood Flossmoor CHSD 233,Flossmoor,Cook,HIGH SCHOOL,MEDIUM,6.53,52440500.0,38376178.0,1423297.0,39772729.0,9428470.0,869814.0
080083080260000,District,Eastland CUSD 308,Lanark,Carroll,UNIT,MEDIUM,4.39,10255529.0,5149743.0,373369.0,10484425.0,428581.0,480767.0
080083140260000,District,West Carroll CUSD 314,Mount Carroll,Carroll,UNIT,MEDIUM,6.07,19490048.0,10218962.0,884455.0,7628608.0,3394851.0,1252094.0
080083990260000,District,Chadwick-Milledgeville CUSD 399,Chadwick,Carroll,UNIT,MEDIUM,5.61,5480382.0,3771446.0,584434.0,3424732.0,1198219.0,242640.0
080431190220000,District,East Dubuque USD 119,East Dubuque,Jo Daviess,UNIT,MEDIUM,4.38,6385360.0,4719488.0,346217.0,4239609.0,946537.0,454000.0
080431200220000,District,Galena USD 120,Galena,Jo Daviess,UNIT,MEDIUM,4.82,11217175.0,9147528.0,400263.0,9740769.0,440908.0,602657.0
080432050260000,District,Warren CUSD 205,Warren,Jo Daviess,UNIT,SMALL,6.63,5257905.0,3569038.0,253035.0,3929500.0,851064.0,308954.0
080432060260000,District,Stockton CUSD 206,Stockton,Jo Daviess,UNIT,MEDIUM,5.45,6990391.0,5260655.0,247572.0,4464955.0,1066687.0,499095.0
080432100260000,District,River Ridge CUSD 210,Hanover,Jo Daviess,UNIT,MEDIUM,4.0,7562658.0,6172203.0,303530.0,6745648.0,270819.0,539493.0
080432110260000,District,Scales Mound CUSD 211,Scales Mound,Jo Daviess,UNIT,SMALL,4.29,4181051.0,3282289.0,194582.0,4066540.0,70437.0,167196.0
080891450220000,District,Freeport SD 145,Freeport,Stephenson,UNIT,LARGE,7.69,50351431.0,38622196.0,1433060.0,24604261.0,17853802.0,5197462.0
080892000260000,District,Pearl City CUSD 200,Pearl City,Stephenson,UNIT,SMALL,6.2,5416601.0,3947196.0,314726.0,2760289.0,1458245.0,306059.0
080892010260000,District,Dakota CUSD 201,Dakota,Stephenson,UNIT,MEDIUM,6.03,9803424.0,7188011.0,1074310.0,5689916.0,2235325.0,482350.0
080892020260000,District,Lena Winslow CUSD 202,Lena,Stephenson,UNIT,MEDIUM,5.04,8475388.0,6347368.0,377824.0,5017444.0,2035786.0,631590.0
080892030260000,District,Orangeville CUSD 203,Orangeville,Stephenson,UNIT,SMALL,5.64,4210072.0,3359209.0,272124.0,2442672.0,959290.0,232051.0
090100010260000,District,Fisher CUSD 1,Fisher,Champaign,UNIT,MEDIUM,5.11,9753562.0,4763551.0,344217.0,4139406.0,1210858.0,375447.0
090100030260000,District,Mahomet-Seymour CUSD 3,Mahomet,Champaign,UNIT,LARGE,4.54,38313458.0,21841060.0,1378351.0,14515269.0,8525853.0,1699297.0
090100040260000,District,Champaign CUSD 4,Champaign,Champaign,UNIT,LARGE,4.41,139752726.0,103388743.0,2669490.0,92213813.0,10137234.0,12837115.0
090100070260000,District,Tolono CUSD 7,Tolono,Champaign,UNIT,MEDIUM,4.44,17701029.0,11840877.0,519045.0,8643299.0,5000554.0,787354.0
090100080260000,District,Heritage CUSD 8,Homer,Champaign,UNIT,SMALL,5.49,5667937.0,3176647.0,681875.0,4686014.0,444111.0,216893.0
090101160220000,District,Urbana SD 116,Urbana,Champaign,UNIT,LARGE,5.98,68853536.0,49936534.0,2091274.0,41867869.0,8209410.0,7403869.0
090101300040000,District,Thomasboro CCSD 130,Thomasboro,Champaign,ELEMENTARY,SMALL,3.01,1899115.0,1482861.0,170175.0,795374.0,571751.0,202158.0
090101370020000,District,Rantoul City SD 137,Rantoul,Champaign,ELEMENTARY,MEDIUM,4.81,24583191.0,15266641.0,978964.0,4900247.0,10147414.0,3453309.0
090101420040000,District,Ludlow CCSD 142,Ludlow,Champaign,ELEMENTARY,SMALL,3.69,1067902.0,841458.0,84325.0,588791.0,414725.0,111737.0
090101690040000,District,St Joseph CCSD 169,Saint Joseph,Champaign,ELEMENTARY,MEDIUM,2.68,8154524.0,5435392.0,277054.0,3489426.0,2365944.0,154119.0
090101880040000,District,Gifford CCSD 188,Gifford,Champaign,ELEMENTARY,SMALL,2.61,3002314.0,1447209.0,164080.0,1359692.0,239007.0,73758.0
090101930170000,District,Rantoul Township HSD 193,Rantoul,Champaign,HIGH SCHOOL,MEDIUM,2.94,10727087.0,8023041.0,440567.0,5440411.0,3189870.0,905325.0
090101970040000,District,Prairieview-Ogden CCSD 197,Royal,Champaign,ELEMENTARY,SMALL,3.06,2752195.0,1821104.0,226193.0,2409462.0,120964.0,104444.0
090103050160000,District,St Joseph Ogden CHSD 305,Saint Joseph,Champaign,HIGH SCHOOL,SMALL,2.01,5214082.0,3349033.0,333453.0,3928343.0,807606.0,24297.0
090270050260000,District,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,UNIT,MEDIUM,5.39,12069070.0,8303550.0,1054570.0,8445224.0,2199816.0,605695.0
090270100260000,District,Paxton-Buckley-Loda CUD 10,Paxton,Ford,UNIT,MEDIUM,5.66,16663336.0,12195289.0,621493.0,9564662.0,3515686.0,883348.0
110150010260000,District,Charleston CUSD 1,Charleston,Coles,UNIT,LARGE,4.03,24551202.0,19630108.0,878120.0,16090440.0,6547131.0,1724517.0
110150020260000,District,Mattoon CUSD 2,Mattoon,Coles,UNIT,LARGE,4.75,35386619.0,27460412.0,1500530.0,17426946.0,11434278.0,2873927.0
110150050260000,District,Oakland CUSD 5,Oakland,Coles,UNIT,SMALL,5.35,3490087.0,2109112.0,359522.0,2219308.0,723350.0,186401.0
110180030260000,District,Neoga CUSD 3,Neoga,Cumberland,UNIT,MEDIUM,4.11,5853578.0,4208826.0,402523.0,2915316.0,2177194.0,475285.0
110180770260000,District,Cumberland CUSD 77,Toledo,Cumberland,UNIT,MEDIUM,4.34,8556465.0,6369527.0,334637.0,3322096.0,4015032.0,595706.0
110213010260000,District,Tuscola CUSD 301,Tuscola,Douglas,UNIT,MEDIUM,4.9,10315115.0,6797026.0,471462.0,7502752.0,1024416.0,244899.0
110213020260000,District,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,MEDIUM,4.3,6607860.0,4031075.0,610615.0,3035715.0,2057227.0,290600.0
110213050260000,District,Arthur CUSD 305,Arthur,Douglas,UNIT,MEDIUM,4.38,12118523.0,8826914.0,504519.0,8026255.0,1675851.0,811685.0
110213060260000,District,Arcola CUSD 306,Arcola,Douglas,UNIT,MEDIUM,4.58,8439111.0,5469526.0,507772.0,3944652.0,2614204.0,449262.0
110230010260000,District,Shiloh CUSD 1,Hume,Edgar,UNIT,SMALL,3.91,4518295.0,3166588.0,423410.0,3694911.0,495469.0,400233.0
110230030260000,District,Kansas CUSD 3,Kansas,Edgar,UNIT,SMALL,4.98,3235359.0,1605594.0,312043.0,1752157.0,498865.0,177262.0
110230040260000,District,Paris CUSD 4,Paris,Edgar,UNIT,SMALL,4.06,5824420.0,3909256.0,411314.0,3933149.0,1337445.0,306067.0
110230060260000,District,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,4.22,3127735.0,2472493.0,311768.0,2322549.0,483287.0,226988.0
110230950250000,District,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,3.74,11068805.0,8690143.0,310896.0,3053393.0,6133967.0,1076490.0
110703000260000,District,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,4.08,12395647.0,6771920.0,482552.0,4671401.0,3297106.0,717090.0
110703020260000,District,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,MEDIUM,4.71,6037361.0,3579821.0,378658.0,3956745.0,830156.0,304963.0
110870010260000,District,Windsor CUSD 1,Windsor,Shelby,UNIT,SMALL,3.57,3750136.0,2847502.0,231507.0,1613178.0,1142601.0,437229.0
110870040260000,District,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,4.21,10333748.0,8062693.0,394597.0,5098057.0,3752869.0,638973.0
110870210260000,District,Central A & M CUD 21,Assumption,Shelby,UNIT,MEDIUM,4.93,9481165.0,6397430.0,638908.0,4652926.0,2123711.0,440109.0
120130100260000,District,Clay City CUSD 10,Clay City,Clay,UNIT,SMALL,5.39,2795594.0,1886708.0,363705.0,1494937.0,1107971.0,203044.0
120130250260000,District,North Clay CUSD 25,Louisville,Clay,UNIT,MEDIUM,3.86,5452222.0,4091540.0,246440.0,1856507.0,2876105.0,391033.0
120130350260000,District,Flora CUSD 35,Flora,Clay,UNIT,MEDIUM,4.2,14947268.0,8728182.0,464544.0,4035164.0,5348354.0,880308.0
120170010260000,District,Hutsonville CUSD 1,Hutsonville,Crawford,UNIT,SMALL,5.21,3216336.0,2237710.0,365646.0,1537820.0,1073499.0,242101.0
120170020260000,District,Robinson CUSD 2,Robinson,Crawford,UNIT,MEDIUM,4.03,22011277.0,11429796.0,1223653.0,14253312.0,1389648.0,1084430.0
120170030260000,District,Palestine CUSD 3,Palestine,Crawford,UNIT,SMALL,5.4,3122095.0,2265927.0,253313.0,1717441.0,1115618.0,202208.0
120170040260000,District,Oblong CUSD 4,Oblong,Crawford,UNIT,MEDIUM,4.92,7320210.0,3987392.0,466411.0,2471953.0,2045663.0,340758.0
120400010260000,District,Jasper County CUD 1,Newton,Jasper,UNIT,MEDIUM,4.01,13005620.0,8305046.0,1505137.0,8644756.0,1761090.0,1239232.0
120510100260000,District,Red Hill CUSD 10,Bridgeport,Lawrence,UNIT,MEDIUM,3.69,7975607.0,5961330.0,450229.0,2259143.0,4282881.0,843281.0
120510200260000,District,Lawrence County CUD 20,Lawrenceville,Lawrence,UNIT,MEDIUM,4.18,10840907.0,8141871.0,459879.0,3053338.0,5110024.0,906501.0
120800010260000,District,Richland County CUSD 1,Olney,Richland,UNIT,LARGE,4.51,31258194.0,16691354.0,1785880.0,10113066.0,8185875.0,2348240.0
130140010260000,District,Carlyle CUSD 1,Carlyle,Clinton,UNIT,MEDIUM,4.15,14224898.0,7722006.0,1230476.0,5965060.0,2775668.0,658922.0
130140030260000,District,Wesclin CUSD 3,Trenton,Clinton,UNIT,MEDIUM,4.56,13504054.0,9217925.0,806265.0,6214629.0,3617839.0,832133.0
130140120040000,District,Breese ESD 12,Breese,Clinton,ELEMENTARY,MEDIUM,2.47,5343737.0,3205900.0,425956.0,2964457.0,951953.0,365642.0
130140210020000,District,Aviston SD 21,Aviston,Clinton,ELEMENTARY,MEDIUM,2.47,3217293.0,1907176.0,225477.0,1269793.0,1008605.0,124089.0
130140460020000,District,Willow Grove SD 46,Centralia,Clinton,ELEMENTARY,SMALL,2.61,1556006.0,1196078.0,131575.0,368618.0,750503.0,259134.0
130140570020000,District,Bartelso SD 57,Bartelso,Clinton,ELEMENTARY,SMALL,2.93,1277498.0,845718.0,120831.0,678028.0,399090.0,58397.0
130140600020000,District,Germantown SD 60,Germantown,Clinton,ELEMENTARY,SMALL,2.33,1758538.0,1259765.0,270256.0,826385.0,627130.0,71182.0
130140620020000,District,Damiansville SD 62,Damiansville,Clinton,ELEMENTARY,SMALL,3.57,897927.0,585162.0,161451.0,600665.0,232155.0,24987.0
130140630020000,District,Albers SD 63,Albers,Clinton,ELEMENTARY,SMALL,2.77,1441448.0,1050025.0,125014.0,681865.0,569608.0,62023.0
130140710160000,District,Central CHSD 71,Breese,Clinton,HIGH SCHOOL,SMALL,1.92,7436305.0,4745148.0,988713.0,5891891.0,295745.0,279714.0
130141415020000,District,St Rose SD 14-15,Breese,Clinton,ELEMENTARY,SMALL,2.54,1417133.0,1063358.0,161134.0,724631.0,300405.0,46873.0
130141860020000,District,North Wamac SD 186,Centralia,Clinton,ELEMENTARY,SMALL,3.87,1373804.0,1008220.0,152474.0,395856.0,882418.0,179344.0
130410010260000,District,Waltonville CUSD 1,Waltonville,Jefferson,UNIT,SMALL,4.77,3628813.0,2726583.0,280195.0,1526054.0,1210866.0,239306.0
130410020040000,District,Rome CCSD 2,Dix,Jefferson,ELEMENTARY,MEDIUM,1.95,2863215.0,2268393.0,182767.0,640141.0,1349532.0,197777.0
130410030040000,District,Field CCSD 3,Texico,Jefferson,ELEMENTARY,MEDIUM,2.0,2374126.0,1896989.0,164235.0,570936.0,1150757.0,164316.0
130410050040000,District,Opdyke-Belle-Rive CCSD 5,Opdyke,Jefferson,ELEMENTARY,SMALL,2.69,1868466.0,1522468.0,152108.0,610307.0,821357.0,249109.0
130410060040000,District,Grand Prairie CCSD 6,Centralia,Jefferson,ELEMENTARY,SMALL,2.89,786786.0,592675.0,89819.0,299489.0,358744.0,102494.0
130410120040000,District,McClellan CCSD 12,Mount Vernon,Jefferson,ELEMENTARY,SMALL,2.06,787951.0,496270.0,110470.0,365498.0,227697.0,38069.0
130410790020000,District,Summersville SD 79,Mount Vernon,Jefferson,ELEMENTARY,SMALL,2.88,2147388.0,1813415.0,256096.0,712076.0,1063648.0,198152.0
130410800020000,District,Mount Vernon SD 80,Mount Vernon,Jefferson,ELEMENTARY,MEDIUM,3.36,20743438.0,16492927.0,1012044.0,6293119.0,6592029.0,4815897.0
130410820020000,District,Bethel SD 82,Mount Vernon,Jefferson,ELEMENTARY,SMALL,2.73,1572495.0,1124105.0,214889.0,695381.0,585827.0,258336.0
130410990040000,District,Farrington CCSD 99,Bluford,Jefferson,ELEMENTARY,SMALL,2.43,580177.0,422920.0,59711.0,175353.0,330647.0,51695.0
130411780040000,District,Spring Garden Community Consolidated School District 178,Mount Vernon,Jefferson,ELEMENTARY,SMALL,2.84,2386957.0,1793852.0,294979.0,718431.0,1069578.0,296666.0
130412010170000,District,Mt Vernon Twp HSD 201,Mount Vernon,Jefferson,HIGH SCHOOL,MEDIUM,2.59,24994848.0,11428840.0,605768.0,10034752.0,3802167.0,789560.0
130412090270000,District,Woodlawn Unit School District 209,Woodlawn,Jefferson,UNIT,MEDIUM,4.55,5008775.0,4007502.0,199906.0,2522256.0,1807437.0,305741.0
130413180270000,District,Bluford Unit School District 318,Bluford,Jefferson,UNIT,SMALL,3.8,3424603.0,2676727.0,263957.0,1263190.0,1760650.0,334957.0
130580010030000,District,Raccoon Cons SD 1,Centralia,Marion,ELEMENTARY,SMALL,2.26,2287996.0,1640696.0,172365.0,812998.0,782733.0,229950.0
130580020030000,District,Kell Cons SD 2,Kell,Marion,ELEMENTARY,SMALL,3.65,1017779.0,817126.0,99435.0,316445.0,427626.0,97883.0
130580070040000,District,Iuka CCSD 7,Iuka,Marion,ELEMENTARY,SMALL,2.9,2079158.0,1701323.0,153936.0,541672.0,984670.0,177971.0
130580100040000,District,Selmaville CCSD 10,Salem,Marion,ELEMENTARY,SMALL,3.04,2129193.0,1626659.0,187516.0,1085188.0,718419.0,174447.0
130581000260000,District,Patoka CUSD 100,Patoka,Marion,UNIT,SMALL,4.53,4689423.0,2042079.0,269674.0,2379499.0,352018.0,260962.0
130581110020000,District,Salem SD 111,Salem,Marion,ELEMENTARY,MEDIUM,2.4,10405704.0,6788316.0,245021.0,2441778.0,4046072.0,906468.0
130581330020000,District,Central City SD 133,Centralia,Marion,ELEMENTARY,MEDIUM,2.82,2377886.0,2051628.0,189351.0,517732.0,1423357.0,326418.0
130581350020000,District,Centralia SD 135,Centralia,Marion,ELEMENTARY,MEDIUM,2.85,14172777.0,12243903.0,488733.0,3989940.0,7518958.0,2369254.0
130582000170000,District,Centralia HSD 200,Centralia,Marion,HIGH SCHOOL,MEDIUM,2.54,12713497.0,9317493.0,791377.0,5317933.0,3649227.0,932310.0
130584010260000,District,South Central CUD 401,Kinmundy,Marion,UNIT,MEDIUM,4.94,10072379.0,5028596.0,383360.0,3001650.0,2446576.0,779874.0
130585010260000,District,Sandoval CUSD 501,Sandoval,Marion,UNIT,SMALL,5.46,5605126.0,4824066.0,303098.0,1079243.0,2521256.0,1420240.0
130586000160000,District,Salem CHSD 600,Salem,Marion,HIGH SCHOOL,MEDIUM,2.18,7340109.0,5721949.0,357776.0,4046462.0,2496159.0,488280.0
130587220260000,District,Odin PSD 722,Odin,Marion,UNIT,SMALL,4.54,2608409.0,2170032.0,199865.0,678110.0,1478407.0,214316.0
130950010040000,District,Oakdale CCSD 1,Oakdale,Washington,ELEMENTARY,SMALL,3.05,944327.0,556083.0,89474.0,334237.0,279746.0,62334.0
130950100260000,District,West Washington Co CUD 10,Okawville,Washington,UNIT,MEDIUM,4.4,7081471.0,4069072.0,231802.0,3308743.0,2063677.0,525548.0
130950110040000,District,Irvington CCSD 11,Irvington,Washington,ELEMENTARY,SMALL,3.08,712861.0,616193.0,112374.0,362651.0,194451.0,97631.0
130950150040000,District,Ashley CCSD 15,Ashley,Washington,ELEMENTARY,SMALL,2.55,1288522.0,892321.0,118731.0,649190.0,500931.0,167252.0
130950490040000,District,Nashville CCSD 49,Nashville,Washington,ELEMENTARY,MEDIUM,3.11,7051851.0,4122329.0,298799.0,3661739.0,779635.0,333418.0
130950990160000,District,Nashville CHSD 99,Nashville,Washington,HIGH SCHOOL,SMALL,1.93,5128260.0,3237516.0,385805.0,2972652.0,713831.0,109819.0
150162990250000,District,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,3.46,5961260177.0,4828899906.0,125513019.0,2942875836.0,1074020663.0,783943024.0
160194240260000,District,Genoa Kingston CUSD 424,Genoa,Dekalb,UNIT,MEDIUM,6.32,21018098.0,15251260.0,637727.0,11075755.0,5828626.0,1029128.0
160194250260000,District,Indian Creek CUSD 425,Shabbona,Dekalb,UNIT,MEDIUM,5.7,13590884.0,7596695.0,506155.0,9422106.0,403026.0,458976.0
160194260260000,District,Hiawatha CUSD 426,Kirkland,Dekalb,UNIT,MEDIUM,6.34,6388689.0,4406915.0,544420.0,4428888.0,1306024.0,395937.0
160194270260000,District,Sycamore CUSD 427,Sycamore,Dekalb,UNIT,LARGE,6.75,48614337.0,36354748.0,1403149.0,30830994.0,9021164.0,1770315.0
160194280260000,District,DeKalb CUSD 428,DeKalb,Dekalb,UNIT,LARGE,8.25,88654836.0,65015467.0,3120068.0,52277909.0,20172250.0,6692519.0
160194290260000,District,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,UNIT,MEDIUM,6.88,10958555.0,7154518.0,604869.0,9446829.0,376751.0,484827.0
160194300260000,District,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,LARGE,5.69,24347629.0,19350134.0,222448.0,15375040.0,4917027.0,1576757.0
160194320260000,District,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,MEDIUM,6.19,9716785.0,6651836.0,781875.0,7327565.0,1276472.0,297169.0
170200150260000,District,Clinton CUSD 15,Clinton,Dewitt,UNIT,LARGE,3.54,21745947.0,15268922.0,1365400.0,17079612.0,1531955.0,1683838.0
170200180260000,District,Blue Ridge CUSD 18,Farmer City,Dewitt,UNIT,MEDIUM,5.41,10177186.0,6863296.0,479035.0,7866662.0,582732.0,481664.0
170530050260000,District,Woodland CUSD 5,Streator,Livingston,UNIT,MEDIUM,6.1,5853306.0,4666460.0,315678.0,3935116.0,1130624.0,380979.0
170530080260000,District,Prairie Central CUSD 8,Fairbury,Livingston,UNIT,LARGE,5.66,22484219.0,16116784.0,910811.0,12498730.0,5114387.0,1129601.0
170530740270000,District,Flanagan-Cornell Dist 74,Flanagan,Livingston,UNIT,SMALL,1.96,4838948.0,3562074.0,315683.0,3505568.0,586307.0,201805.0
170530900170000,District,Pontiac Twp HSD 90,Pontiac,Livingston,HIGH SCHOOL,MEDIUM,2.64,9987413.0,7126528.0,378301.0,6208017.0,1837887.0,217137.0
170532300170000,District,Dwight Twp HSD 230,Dwight,Livingston,HIGH SCHOOL,SMALL,3.12,5276738.0,3363456.0,227242.0,4210118.0,549943.0,124972.0
170532320020000,District,Dwight Common SD 232,Dwight,Livingston,ELEMENTARY,MEDIUM,3.44,5739328.0,3950121.0,240582.0,3854509.0,600995.0,304037.0
170534250040000,District,Rooks Creek CCSD 425,Graymont,Livingston,ELEMENTARY,SMALL,4.0,846219.0,654068.0,187107.0,660903.0,46757.0,22975.0
170534260040000,District,Cornell CCSD 426,Cornell,Livingston,ELEMENTARY,SMALL,4.56,1256898.0,964359.0,112969.0,995235.0,219672.0,95456.0
170534290040000,District,Pontiac CCSD 429,Pontiac,Livingston,ELEMENTARY,MEDIUM,3.61,15156808.0,10986427.0,485467.0,6793717.0,3524867.0,1132163.0
170534350040000,District,Odell CCSD 435,Odell,Livingston,ELEMENTARY,SMALL,3.41,2162561.0,1649413.0,204013.0,982455.0,364125.0,89525.0
170534380040000,District,Saunemin CCSD 438,Saunemin,Livingston,ELEMENTARY,SMALL,4.32,1779838.0,1249491.0,234151.0,1293777.0,497234.0,108138.0
170540210260000,District,Hartsburg Emden CUSD 21,Hartsburg,Logan,UNIT,SMALL,5.02,2619751.0,2009769.0,175113.0,2031775.0,257432.0,141110.0
170540230260000,District,Mt Pulaski CUSD 23,Mount Pulaski,Logan,UNIT,MEDIUM,4.74,6669042.0,4558148.0,525589.0,4821723.0,390070.0,363430.0
170540270020000,District,Lincoln ESD 27,Lincoln,Logan,ELEMENTARY,MEDIUM,3.22,13173485.0,10392066.0,470567.0,3914494.0,5373001.0,1580692.0
170540610040000,District,Chester-East Lincoln CCSD 61,Lincoln,Logan,ELEMENTARY,SMALL,2.73,2734698.0,1967304.0,169249.0,1974802.0,201184.0,205958.0
170540880020000,District,New Holland-Middletown ED 88,Middletown,Logan,ELEMENTARY,SMALL,3.67,1363687.0,923903.0,147905.0,1069268.0,126603.0,139024.0
170540920040000,District,West Lincoln-Broadwell ESD 92,Lincoln,Logan,ELEMENTARY,SMALL,2.41,4050167.0,2042669.0,131158.0,1857240.0,91215.0,97590.0
170544040160000,District,Lincoln CHSD 404,Lincoln,Logan,HIGH SCHOOL,MEDIUM,2.35,10535051.0,7365113.0,729265.0,6934196.0,1685636.0,569443.0
170640020260000,District,LeRoy CUSD 2,Le Roy,McLean,UNIT,MEDIUM,5.54,9091396.0,6556805.0,562054.0,5811153.0,1431638.0,374313.0
170640030260000,District,Tri Valley CUSD 3,Downs,McLean,UNIT,MEDIUM,5.68,11969091.0,8230907.0,629562.0,8867492.0,1547605.0,320722.0
170640040260000,District,Heyworth CUSD 4,Heyworth,McLean,UNIT,MEDIUM,5.69,10271748.0,7751588.0,647373.0,5111084.0,2886563.0,496502.0
170640050260000,District,McLean County USD 5,Normal,McLean,UNIT,LARGE,5.06,159215481.0,97254301.0,6109749.0,109726185.0,15540349.0,7493848.0
170640070260000,District,Lexington CUSD 7,Lexington,McLean,UNIT,SMALL,6.18,6048192.0,4330016.0,320410.0,4738473.0,671524.0,263196.0
170640160260000,District,Olympia CUSD 16,Stanford,McLean,UNIT,LARGE,5.46,21813353.0,13817629.0,1238628.0,15439657.0,2366983.0,1145484.0
170640190260000,District,Ridgeview CUSD 19,Colfax,McLean,UNIT,MEDIUM,6.08,7655518.0,5456582.0,351115.0,6084431.0,361148.0,545323.0
170640870250000,District,Bloomington SD 87,Bloomington,McLean,UNIT,LARGE,5.16,70707176.0,48885354.0,3627506.0,47676370.0,6444551.0,5358011.0
190220020020000,District,Bensenville SD 2,Bensenville,Dupage,ELEMENTARY,LARGE,4.53,38668751.0,26678394.0,829762.0,27671542.0,3148884.0,3153219.0
