RCDTS,Type,District,School Type,City,County,District Type,District Size,Student Enrollment - Total,Student Enrollment - Low Income %,Avg Class Size – All Grades,Teacher Retention Rate,# of 12 graders who took advanced Courses,Avg Number of days of Physical Education Per Week Per Student,Community College Remediation %,Avg Class Size - High School,Chronic Absenteeism,Number of students who took AP Exams Grade 10,Number of students who passed AP Exams Grade 12,Chronic Absenteeism - Low Income,Low Income Count
090100040260001,School,Champaign CUSD 4,HIGH SCHOOL,Champaign,Champaign,UNIT,LARGE,1404.0,56.2,16.0,85.8,214.0,5.0,67.5,16.0,32.8,106.0,168.0,39.9,789.0480000000001
090100040260002,School,Champaign CUSD 4,HIGH SCHOOL,Champaign,Champaign,UNIT,LARGE,1283.0,46.6,15.0,87.9,179.0,5.0,67.0,15.0,30.8,102.0,270.0,44.5,597.878
090100070260007,School,Tolono CUSD 7,HIGH SCHOOL,Tolono,Champaign,UNIT,MEDIUM,546.0,25.3,20.0,88.8,47.0,5.0,61.5,20.0,17.8,,11.0,23.3,138.138
090100080260001,School,Heritage CUSD 8,HIGH SCHOOL,Broadlands,Champaign,UNIT,SMALL,167.0,35.9,12.0,82.5,17.0,5.0,61.1,12.0,24.5,,,39.1,59.952999999999996
090101160220001,School,Urbana SD 116,HIGH SCHOOL,Urbana,Champaign,UNIT,LARGE,1185.0,63.0,11.0,87.2,103.0,3.0,75.0,11.0,16.2,18.0,114.0,,746.55
090101930170001,School,Rantoul Township HSD 193,HIGH SCHOOL,Rantoul,Champaign,HIGH SCHOOL,MEDIUM,738.0,67.9,16.0,81.7,35.0,5.0,57.4,16.0,22.9,,10.0,27.0,501.10200000000003
090103050160001,School,St Joseph Ogden CHSD 305,HIGH SCHOOL,Saint Joseph,Champaign,HIGH SCHOOL,SMALL,467.0,6.6,20.0,93.1,87.0,4.0,42.4,20.0,8.9,,10.0,17.1,30.822000000000003
090270050260001,School,Gibson City-Melvin-Sibley CUSD 5,HIGH SCHOOL,Gibson City,Ford,UNIT,MEDIUM,312.0,29.2,15.0,84.0,29.0,5.0,52.2,15.0,7.0,,,17.5,91.104
090270100260001,School,Paxton-Buckley-Loda CUD 10,HIGH SCHOOL,Paxton,Ford,UNIT,MEDIUM,481.0,39.7,12.0,88.6,18.0,5.0,73.7,12.0,19.8,,10.0,29.3,190.95700000000002
110150010260001,School,Charleston CUSD 1,HIGH SCHOOL,Charleston,Coles,UNIT,LARGE,803.0,37.4,19.0,88.0,97.0,5.0,47.8,19.0,36.2,19.0,,54.9,300.322
110150020260001,School,Mattoon CUSD 2,HIGH SCHOOL,Mattoon,Coles,UNIT,LARGE,1013.0,46.8,16.0,88.1,,5.0,46.3,16.0,21.8,,,45.2,474.08399999999995
110150050260002,School,Oakland CUSD 5,HIGH SCHOOL,Oakland,Coles,UNIT,SMALL,78.0,41.0,9.0,80.6,,5.0,71.4,9.0,10.8,,,20.0,31.979999999999997
110180030260001,School,Neoga CUSD 3,HIGH SCHOOL,Neoga,Cumberland,UNIT,MEDIUM,330.0,47.3,15.0,81.8,,5.0,38.2,15.0,1.8,,,3.5,156.09
110180770260001,School,Cumberland CUSD 77,HIGH SCHOOL,Toledo,Cumberland,UNIT,MEDIUM,278.0,35.6,14.0,89.2,26.0,5.0,44.8,14.0,100.0,,,100.0,98.96800000000002
110213010260001,School,Tuscola CUSD 301,HIGH SCHOOL,Tuscola,Douglas,UNIT,MEDIUM,298.0,26.5,15.0,82.1,40.0,5.0,56.7,15.0,16.4,,,17.0,78.97
110213020260001,School,Villa Grove CUSD 302,HIGH SCHOOL,Villa Grove,Douglas,UNIT,MEDIUM,199.0,37.7,16.0,67.6,14.0,5.0,66.7,16.0,19.0,,,29.6,75.023
110213050260001,School,Arthur CUSD 305,HIGH SCHOOL,Arthur,Douglas,UNIT,MEDIUM,310.0,41.3,16.0,78.7,,5.0,22.2,16.0,24.4,,,37.9,128.03
110213060260001,School,Arcola CUSD 306,HIGH SCHOOL,Arcola,Douglas,UNIT,MEDIUM,340.0,48.5,16.0,75.3,10.0,5.0,53.8,17.0,14.8,,,21.1,164.9
110230010260001,School,Shiloh CUSD 1,HIGH SCHOOL,Hume,Edgar,UNIT,SMALL,193.0,47.2,12.0,69.4,,5.0,50.0,11.0,28.3,,,37.5,91.096
110230030260001,School,Kansas CUSD 3,HIGH SCHOOL,Kansas,Edgar,UNIT,SMALL,104.0,55.8,16.0,62.9,13.0,5.0,44.4,22.0,100.0,,,100.0,58.032
110230060260001,School,Edgar County CUD 6,HIGH SCHOOL,Chrisman,Edgar,UNIT,SMALL,96.0,33.3,10.0,71.4,,5.0,36.8,10.0,9.5,,,12.9,31.967999999999996
110238000800001,School,Paris Cooperative High School,HIGH SCHOOL,Paris,Edgar,HIGH SCHOOL,SMALL,580.0,30.7,21.0,93.5,70.0,5.0,64.5,21.0,14.5,,,23.0,178.06
110703000260004,School,Sullivan CUSD 300,HIGH SCHOOL,Sullivan,Moultrie,UNIT,MEDIUM,328.0,40.2,17.0,81.0,36.0,5.0,48.8,17.0,13.5,,13.0,24.6,131.856
110703020260001,School,Okaw Valley CUSD 302,HIGH SCHOOL,Bethany,Moultrie,UNIT,MEDIUM,169.0,40.2,15.0,88.1,43.0,5.0,64.7,15.0,7.8,,,12.7,67.938
110870010260002,School,Windsor CUSD 1,HIGH SCHOOL,Windsor,Shelby,UNIT,SMALL,153.0,32.0,11.0,79.5,22.0,5.0,61.5,11.0,17.4,,,30.5,48.96
110870040260001,School,Shelbyville CUSD 4,HIGH SCHOOL,Shelbyville,Shelby,UNIT,MEDIUM,323.0,39.6,16.0,84.8,78.0,5.0,37.3,16.0,20.7,,,38.9,127.908
110870210260001,School,Central A & M CUD 21,HIGH SCHOOL,Moweaqua,Shelby,UNIT,MEDIUM,218.0,41.7,10.0,86.2,19.0,5.0,40.6,10.0,17.1,,,30.6,90.906
120130100260002,School,Clay City CUSD 10,HIGH SCHOOL,Clay City,Clay,UNIT,SMALL,57.0,45.6,11.0,61.5,,5.0,12.5,11.0,13.7,,,14.3,25.992
120130250260001,School,North Clay CUSD 25,HIGH SCHOOL,Louisville,Clay,UNIT,MEDIUM,196.0,40.3,11.0,97.3,,5.0,26.3,11.0,13.0,,,18.1,78.988
120130350260001,School,Flora CUSD 35,HIGH SCHOOL,Flora,Clay,UNIT,MEDIUM,358.0,43.9,20.0,96.1,76.0,5.0,11.1,20.0,4.1,,,8.9,157.162
120170010260001,School,Hutsonville CUSD 1,HIGH SCHOOL,Hutsonville,Crawford,UNIT,SMALL,103.0,46.6,13.0,66.7,12.0,5.0,7.7,13.0,12.9,,,23.9,47.998000000000005
120170020260001,School,Robinson CUSD 2,HIGH SCHOOL,Robinson,Crawford,UNIT,MEDIUM,449.0,38.3,20.0,91.5,58.0,5.0,12.5,20.0,18.2,,,21.7,171.96699999999998
120170030260001,School,Palestine CUSD 3,HIGH SCHOOL,Palestine,Crawford,UNIT,SMALL,90.0,31.1,8.0,100.0,,5.0,14.3,8.0,10.5,,24.0,16.7,27.99
120170040260001,School,Oblong CUSD 4,HIGH SCHOOL,Oblong,Crawford,UNIT,MEDIUM,191.0,35.6,26.0,83.3,24.0,5.0,11.1,26.0,9.0,,,18.6,67.99600000000001
120400010260001,School,Jasper County CUD 1,HIGH SCHOOL,Newton,Jasper,UNIT,MEDIUM,456.0,34.2,22.0,89.7,106.0,5.0,16.0,22.0,16.0,,,28.1,155.952
120510100260001,School,Red Hill CUSD 10,HIGH SCHOOL,Bridgeport,Lawrence,UNIT,MEDIUM,404.0,55.7,18.0,89.3,43.0,5.0,6.7,18.0,25.5,,,32.0,225.02800000000002
120510200260008,School,Lawrence County CUD 20,HIGH SCHOOL,Lawrenceville,Lawrence,UNIT,MEDIUM,300.0,54.3,16.0,92.9,,2.0,0.0,16.0,26.5,,,41.6,162.89999999999998
120800010260001,School,Richland County CUSD 1,HIGH SCHOOL,Olney,Richland,UNIT,LARGE,742.0,44.7,18.0,96.9,113.0,5.0,4.9,18.0,12.8,,,24.9,331.674
130140010260001,School,Carlyle CUSD 1,HIGH SCHOOL,Carlyle,Clinton,UNIT,MEDIUM,321.0,34.3,16.0,88.8,26.0,5.0,33.3,16.0,9.2,,,8.2,110.103
130140030260006,School,Wesclin CUSD 3,HIGH SCHOOL,Trenton,Clinton,UNIT,MEDIUM,377.0,26.8,19.0,94.4,84.0,5.0,30.3,19.0,11.3,,,20.2,101.036
130140710160001,School,Central CHSD 71,HIGH SCHOOL,Breese,Clinton,HIGH SCHOOL,SMALL,592.0,23.0,19.0,94.6,94.0,5.0,30.9,19.0,8.7,,,18.8,136.16
130410010260001,School,Waltonville CUSD 1,HIGH SCHOOL,Waltonville,Jefferson,UNIT,SMALL,101.0,30.7,10.0,75.0,22.0,5.0,0.0,10.0,2.0,,,6.5,31.006999999999998
130412010170001,School,Mt Vernon Twp HSD 201,HIGH SCHOOL,Mount Vernon,Jefferson,HIGH SCHOOL,MEDIUM,1151.0,54.0,18.0,80.4,146.0,5.0,29.8,18.0,20.6,,39.0,5.0,621.5400000000001
130412090270001,School,Woodlawn Unit School District 209,HIGH SCHOOL,Woodlawn,Jefferson,UNIT,MEDIUM,163.0,25.2,14.0,89.7,25.0,5.0,4.8,14.0,6.4,,,13.9,41.076
130413180270001,School,Bluford Unit School District 318,HIGH SCHOOL,Bluford,Jefferson,UNIT,SMALL,121.0,30.6,18.0,76.5,,5.0,26.3,18.0,4.1,,,,37.025999999999996
130581000260002,School,Patoka CUSD 100,HIGH SCHOOL,Patoka,Marion,UNIT,SMALL,62.0,51.6,7.0,92.9,,5.0,0.0,7.0,3.2,,,6.1,31.992
130582000170001,School,Centralia HSD 200,HIGH SCHOOL,Centralia,Marion,HIGH SCHOOL,MEDIUM,905.0,58.2,18.0,93.3,138.0,5.0,30.4,18.0,20.1,31.0,18.0,23.1,526.71
130584010260001,School,South Central CUD 401,HIGH SCHOOL,Farina,Marion,UNIT,MEDIUM,197.0,44.7,11.0,88.7,41.0,5.0,33.3,11.0,17.6,,,25.6,88.059
130585010260001,School,Sandoval CUSD 501,HIGH SCHOOL,Sandoval,Marion,UNIT,SMALL,118.0,73.7,15.0,58.8,27.0,5.0,53.3,15.0,10.9,,,16.7,86.966
130586000160001,School,Salem CHSD 600,HIGH SCHOOL,Salem,Marion,HIGH SCHOOL,MEDIUM,686.0,48.4,17.0,82.5,136.0,5.0,26.6,17.0,2.8,,,3.8,332.024
130587220260001,School,Odin PSD 722,HIGH SCHOOL,Odin,Marion,UNIT,SMALL,72.0,66.7,15.0,47.6,,5.0,30.0,15.0,12.8,,,6.3,48.024
130950100260001,School,West Washington Co CUD 10,HIGH SCHOOL,Okawville,Washington,UNIT,MEDIUM,271.0,32.5,16.0,89.1,38.0,5.0,23.1,19.0,7.2,,,10.7,88.075
130950990160001,School,Nashville CHSD 99,HIGH SCHOOL,Nashville,Washington,HIGH SCHOOL,SMALL,399.0,28.6,19.0,94.7,51.0,3.0,28.6,19.0,9.8,,,27.4,114.11400000000002
150162990250001,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1227.0,83.4,23.0,91.0,108.0,5.0,61.5,23.0,33.0,,14.0,34.9,1023.3180000000001
150162990250003,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,778.0,92.4,20.0,79.7,92.0,0.0,88.3,20.0,51.8,,,53.5,718.8720000000001
150162990250006,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,479.0,93.5,20.0,91.0,49.0,1.0,71.4,20.0,27.2,,,28.7,447.865
150162990250011,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,728.0,99.5,18.0,81.1,70.0,5.0,60.6,18.0,54.1,,,54.0,724.36
150162990250012,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,244.0,97.5,24.0,78.7,26.0,5.0,57.1,24.0,73.0,,,74.1,237.9
150162990250013,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,798.0,95.9,21.0,78.3,31.0,5.0,60.9,21.0,65.5,,10.0,66.3,765.282
150162990250014,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1064.0,95.7,25.0,91.0,184.0,5.0,,25.0,22.4,166.0,70.0,22.3,1018.248
150162990250015,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,330.0,99.4,16.0,78.8,34.0,5.0,86.5,16.0,47.1,,,47.6,328.02000000000004
150162990250016,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,382.0,96.6,18.0,74.1,,5.0,71.1,18.0,81.6,,,83.7,369.012
150162990250017,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,133.0,98.5,23.0,71.4,,3.0,76.2,23.0,79.8,,,79.7,131.005
150162990250019,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,136.0,99.3,15.0,68.6,,5.0,60.0,15.0,100.0,,,100.0,135.048
150162990250020,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1778.0,96.5,26.0,93.9,267.0,0.0,78.4,26.0,42.4,97.0,107.0,42.8,1715.77
150162990250021,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,850.0,98.7,21.0,86.3,82.0,5.0,73.8,21.0,63.6,,,64.0,838.95
150162990250022,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1881.0,96.1,24.0,86.8,140.0,5.0,62.5,24.0,38.6,,109.0,38.7,1807.6409999999998
150162990250023,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,459.0,96.1,14.0,76.6,47.0,5.0,75.0,18.0,60.0,,,60.6,441.099
150162990250024,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1688.0,75.0,25.0,93.3,133.0,5.0,75.6,25.0,42.5,75.0,55.0,45.9,1266.0
150162990250025,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1756.0,59.8,21.0,91.0,295.0,0.0,55.1,23.0,19.0,98.0,133.0,22.5,1050.088
150162990250026,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1391.0,81.0,28.0,88.9,151.0,5.0,52.1,28.0,40.8,30.0,75.0,41.6,1126.71
150162990250027,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,4429.0,47.4,24.0,94.4,859.0,5.0,13.0,28.0,17.2,1206.0,2906.0,22.2,2099.346
150162990250029,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,337.0,97.6,20.0,78.8,,3.0,85.2,20.0,100.0,,,100.0,328.912
150162990250030,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1451.0,88.1,24.0,93.0,183.0,5.0,57.8,24.0,45.9,25.0,133.0,47.7,1278.331
150162990250031,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1267.0,88.6,21.0,88.2,145.0,5.0,54.7,24.0,63.5,11.0,,65.8,1122.562
150162990250034,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,623.0,95.5,20.0,85.1,49.0,5.0,79.3,20.0,78.2,,,77.9,594.965
150162990250035,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1113.0,96.0,22.0,83.7,87.0,0.0,55.5,25.0,45.7,,21.0,46.2,1068.48
150162990250036,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1751.0,92.1,25.0,87.6,167.0,5.0,59.3,25.0,54.7,,29.0,55.4,1612.6709999999998
150162990250037,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1449.0,81.3,22.0,89.6,201.0,0.0,54.4,22.0,33.0,129.0,70.0,34.3,1178.0369999999998
150162990250039,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,599.0,80.1,22.0,89.3,121.0,0.0,37.5,22.0,37.5,45.0,72.0,40.2,479.799
150162990250041,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1262.0,90.9,23.0,91.1,166.0,3.0,68.5,23.0,59.8,,30.0,62.4,1147.1580000000001
150162990250042,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,730.0,93.7,19.0,80.0,28.0,5.0,47.2,19.0,63.0,,,63.3,684.01
150162990250043,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,3371.0,54.5,23.0,93.6,384.0,3.0,44.9,23.0,36.0,301.0,226.0,45.0,1837.1950000000002
150162990250044,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,249.0,94.8,17.0,86.4,26.0,3.0,80.0,17.0,77.2,,,78.3,236.052
150162990250046,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1726.0,75.5,27.0,95.0,253.0,5.0,47.0,27.0,18.8,196.0,260.0,21.8,1303.13
150162990250047,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,2113.0,55.2,26.0,90.9,496.0,0.0,63.0,26.0,30.1,138.0,668.0,34.1,1166.3760000000002
150162990250048,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1440.0,92.2,25.0,89.6,147.0,5.0,77.7,25.0,39.0,151.0,20.0,39.8,1327.68
150162990250049,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,380.0,91.3,21.0,75.6,53.0,5.0,88.0,21.0,44.9,18.0,,46.4,346.94
150162990250052,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,481.0,86.7,23.0,78.6,54.0,5.0,,23.0,36.0,23.0,31.0,38.0,417.027
150162990250053,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,711.0,59.6,14.0,76.8,47.0,5.0,,22.0,32.5,16.0,25.0,42.2,423.756
150162990250526,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,861.0,96.1,23.0,82.4,122.0,5.0,70.2,23.0,44.0,,,44.8,827.4209999999999
150162990250531,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,439.0,99.5,19.0,74.6,16.0,0.0,73.7,19.0,68.9,,,69.3,436.805
150162990250533,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1861.0,39.5,26.0,92.3,422.0,3.0,13.8,26.0,22.1,347.0,1416.0,25.3,735.095
150162990250534,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1395.0,92.6,26.0,91.4,186.0,5.0,48.1,26.0,41.2,166.0,24.0,41.4,1291.77
150162990250536,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,217.0,98.2,15.0,69.4,,3.0,70.0,15.0,91.2,,,93.3,213.094
150162990250537,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1335.0,90.8,29.0,85.8,60.0,3.0,70.4,29.0,45.5,,,47.3,1212.1799999999998
150162990250543,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,308.0,87.3,19.0,71.6,33.0,5.0,75.0,19.0,76.8,10.0,,77.9,268.884
150162990250545,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,753.0,93.9,19.0,75.3,87.0,5.0,71.4,19.0,71.1,27.0,16.0,72.2,707.067
150162990250616,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,118.0,89.0,16.0,60.4,10.0,5.0,85.7,16.0,98.0,,,100.0,105.02
150162990250617,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,2918.0,93.1,23.0,90.5,332.0,5.0,71.7,23.0,45.2,57.0,158.0,45.9,2716.658
150162990250763,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,516.0,96.9,22.0,80.8,57.0,5.0,75.0,22.0,89.0,,,90.3,500.004
150162990250764,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,2157.0,40.5,20.0,94.0,388.0,0.0,23.8,22.0,10.9,471.0,1861.0,15.4,873.585
150162990250766,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,136.0,99.3,11.0,65.0,,0.0,63.6,11.0,69.7,,,69.5,135.048
150162990250767,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1743.0,96.3,24.0,89.2,183.0,5.0,76.1,24.0,55.8,,20.0,56.7,1678.509
150162990250772,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,718.0,40.3,21.0,89.4,74.0,5.0,64.3,21.0,15.5,31.0,25.0,22.7,289.354
150162990250779,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,967.0,86.3,25.0,91.6,113.0,5.0,76.5,25.0,29.2,112.0,59.0,30.8,834.521
150162990250788,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,962.0,71.8,18.0,87.5,165.0,5.0,20.0,28.0,38.8,278.0,292.0,43.3,690.716
150162990250794,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1061.0,44.3,25.0,95.0,223.0,2.0,0.0,25.0,14.9,174.0,1057.0,19.7,470.02299999999997
150162990250795,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,309.0,91.9,21.0,82.6,31.0,5.0,78.9,21.0,23.0,,,23.4,283.971
150162990250796,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1073.0,31.6,24.0,98.5,212.0,4.0,0.0,24.0,24.4,345.0,1248.0,25.3,339.068
150162990250799,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,96.0,97.9,14.0,64.1,,5.0,71.4,14.0,73.0,,,72.7,93.98400000000001
150162990250803,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,532.0,94.2,24.0,91.4,87.0,2.0,48.3,24.0,14.4,36.0,140.0,14.7,501.144
150162990250818,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,131.0,96.2,16.0,84.4,28.0,2.0,76.2,16.0,41.7,15.0,,42.6,126.022
150162990250820,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,542.0,83.2,26.0,86.8,56.0,5.0,50.0,26.0,21.6,30.0,11.0,22.7,450.944
150162990250824,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,294.0,93.5,19.0,78.2,32.0,0.0,60.0,19.0,85.6,,,88.4,274.89000000000004
150162990250825,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,968.0,95.2,25.0,93.5,91.0,5.0,70.4,25.0,48.3,18.0,40.0,48.6,921.5360000000001
150162990250826,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,381.0,99.2,12.0,77.1,15.0,5.0,58.8,12.0,72.0,,,72.6,377.952
150162990250827,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,542.0,83.4,23.0,80.0,33.0,5.0,82.1,23.0,35.5,,,36.0,452.028
150162990250828,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,555.0,89.7,19.0,91.4,83.0,0.0,73.0,19.0,30.1,,74.0,30.7,497.83500000000004
150162990250829,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,241.0,94.6,21.0,70.2,,5.0,75.0,21.0,61.2,,,61.8,227.986
150162990250830,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,354.0,96.3,14.0,88.1,53.0,0.0,75.0,14.0,28.5,,27.0,29.1,340.902
150162990250831,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,101.0,97.0,14.0,82.5,,5.0,50.0,14.0,92.5,,,94.4,97.97
150162990250832,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,193.0,71.0,19.0,95.5,64.0,0.0,25.0,19.0,8.3,,32.0,8.1,137.03
150162990250833,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,1325.0,67.3,20.0,84.4,205.0,4.0,9.1,19.0,27.7,189.0,445.0,32.8,891.7249999999999
150162990250834,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,321.0,95.3,17.0,70.3,44.0,0.0,70.0,17.0,76.8,,,78.6,305.913
150162990250835,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,285.0,97.9,15.0,88.1,33.0,0.0,87.5,15.0,44.7,,16.0,45.3,279.01500000000004
150162990250836,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,223.0,99.1,10.0,90.2,13.0,5.0,88.5,10.0,44.0,,17.0,43.8,220.993
150162990250837,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,417.0,95.7,15.0,89.0,68.0,0.0,52.1,15.0,22.9,,46.0,22.9,399.069
150162990250841,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,261.0,98.9,11.0,66.0,34.0,5.0,54.5,11.0,68.8,,,68.8,258.129
150162990250843,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,92.0,96.7,10.0,73.2,16.0,0.0,85.7,10.0,100.0,,,100.0,88.96400000000001
150162990250844,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,214.0,99.1,18.0,51.9,29.0,5.0,81.8,18.0,64.8,,,65.1,212.074
150162990250847,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,276.0,98.6,16.0,78.5,,5.0,70.6,16.0,98.8,,,100.0,272.136
150162990250848,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,261.0,87.4,15.0,70.2,37.0,0.0,70.0,15.0,33.2,,,34.9,228.11400000000003
150162990250849,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,311.0,84.9,18.0,87.3,39.0,0.0,52.6,18.0,39.0,33.0,,41.4,264.03900000000004
150162990250850,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,241.0,92.5,,,33.0,1.0,60.0,,40.6,,,41.4,222.925
150162990250851,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,612.0,44.9,21.0,,,1.0,62.5,21.0,9.6,34.0,84.0,12.7,274.788
150162990250855,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,890.0,52.2,17.0,86.4,64.0,2.0,66.7,19.0,15.7,,,18.0,464.58000000000004
150162990250856,School,City of Chicago SD 299,HIGH SCHOOL,Chicago,Cook,UNIT,LARGE,231.0,97.4,18.0,81.1,38.0,5.0,42.9,18.0,61.5,,,62.1,224.99400000000003
