RCDTS,County ,Dist # ,District Name/ School Name,City,ELA,Math
07016901025001C,Cook,9010,Southland College Prep Charter High School,Richton Park,528.2,513.2
11012002C260000,Clark,002C,Marshall CUSD 2C,Marshall,499.9,496.8
11012002C260001,Clark,002C,Marshall High School,Marshall,499.9,496.8
11012003C260000,Clark,003C,Martinsville CUSD 3C,Martinsville,460.7,445.9
11012003C260001,Clark,003C,Martinsville Jr-Sr High School,Martinsville,462.9,448.2
11012004C260000,Clark,004C,Casey-Westfield CUSD 4C,Casey,472.4,487.9
11012004C260001,Clark,004C,Casey-Westfield Jr/Sr HS,Casey,472.1,489.3
11087003A260000,Shelby,003A,Cowden-Herrick CUSD 3A,Cowden,508.5,483.0
11087003A260001,Shelby,003A,Cowden-Herrick Jr/Sr High School,Cowden,508.1,482.8
11087005A260000,Shelby,005A,Stewardson-Strasburg CUD 5A,Strasburg,488.1,473.8
11087005A260001,Shelby,005A,Stewardson-Strasburg High School,Strasburg,488.1,473.8
15016299025007C,Cook,2990,Young Womens Leadership Chartr HS,Chicago,425.8,404.2
15016299025009C,Cook,2990,Ace Technical Charter High School,Chicago,412.8,395.2
15016299025010C,Cook,2990,Urban Prep Chtr Acad Englewood HS,Chicago,437.4,435.3
15016299025012C,Cook,2990,IHSCA Charter High School,Chicago,420.8,419.9
15016299025013C,Cook,2990,Urban Prep Chtr Acad Bronzeville HS,Chicago,425.7,420.4
15016299025015C,Cook,2990,EPIC Academy High School,Chicago,460.4,442.9
15016299025016C,Cook,2990,Urban Prep Chtr Acad West Campus HS,Chicago,433.1,417.3
15016299025019C,Cook,2990,Legal Prep Academy Charter HS,Chicago,436.7,440.2
15016299025020C,Cook,2990,IJLA Charter High School,Chicago,417.7,389.5
15016299025022C,Cook,2990,Intrinsic Charter High School,Chicago,483.1,496.2
15016299025027C,Cook,2990,CICS - Quest North Campus,Chicago,435.8,411.9
15016299025028C,Cook,2990,Noble St Chtr-Pritzker College Prep,Chicago,521.3,546.1
15016299025029C,Cook,2990,Noble St Chtr Rauner College Prep,Chicago,505.4,513.1
15016299025030C,Cook,2990,Noble St Chtr-Rowe-Clark MS Acad,Chicago,470.6,468.5
15016299025031C,Cook,2990,Noble St Chtr-Golder College Prep,Chicago,507.5,515.7
15016299025032C,Cook,2990,Noble St Chtr-Comer College Prep,Chicago,470.7,472.2
15016299025033C,Cook,2990,Noble St Chtr-UIC College Prep,Chicago,510.5,539.8
15016299025034C,Cook,2990,Noble St Chtr-Chicago Bulls Prep,Chicago,498.1,532.9
15016299025035C,Cook,2990,Noble St Chtr-Muchin College Prep,Chicago,516.8,537.5
15016299025036C,Cook,2990,Noble St Chtr-Johnson College Prep,Chicago,448.3,454.2
15016299025037C,Cook,2990,Noble St Chtr-Hansberry College Prep - Silver,Chicago,484.7,452.4
15016299025038C,Cook,2990,Noble St Chtr-DRW Trading College Prep,Chicago,458.0,455.3
15016299025039C,Cook,2990,Noble St Chtr-Butler College Prep - Crimson,Chicago,463.9,470.2
15016299025040C,Cook,2990,Noble St Chtr-Baker Campus,Chicago,468.2,484.4
15016299025041C,Cook,2990,Noble St Chtr-Noble Campus,Chicago,509.5,540.5
15016299025042C,Cook,2990,Noble St Chtr-ITW Speer Acad,Chicago,499.4,540.4
15016299025043C,Cook,2990,Noble St Chtr-The Noble Academy,Chicago,523.6,541.4
15016299025046C,Cook,2990,North Lawndale Prep Chtr-Collins,Chicago,429.4,429.9
15016299025049C,Cook,2990,Acero Chtr Sch Newtwork- Sor Juana Ines de la Cruz,Chicago,415.1,424.4
15016299025050C,Cook,2990,Perspectives Chtr - Joslin Campus,Chicago,445.1,406.4
15016299025051C,Cook,2990,Perspectives Chtr - Leadership Acad,Chicago,440.0,405.3
15016299025052C,Cook,2990,Perspectives Chtr - High School of Technology,Chicago,440.3,414.4
15016299025053C,Cook,2990,Perspectives Chtr -  IIT Campus,Chicago,451.3,436.4
15016299025054C,Cook,2990,YCCS-Scholastic Achievement HS,Chicago,389.2,354.8
15016299025055C,Cook,2990,YCCS- McKinley-Lakeside Leadership Academy,Chicago,377.8,360.7
15016299025056C,Cook,2990,YCCS-ASPIRA Pantoja Alt HS,Chicago,397.6,385.4
15016299025057C,Cook,2990,YCCS-Assoc Hse El Cuarto Ano HS,Chicago,407.0,384.7
15016299025058C,Cook,2990,YCCS-Austin Career Ed Cntr HS,Chicago,390.2,365.6
15016299025059C,Cook,2990,YCCS-CCA Academy HS,Chicago,387.8,363.1
15016299025060C,Cook,2990,YCCS-Progressive Leadership Academy,Chicago,386.6,365.3
15016299025061C,Cook,2990,YCCS-Community Youth Dev Inst HS,Chicago,386.7,376.2
15016299025062C,Cook,2990,YCCS-Albizu Campus Puerto Rican HS,Chicago,399.6,383.1
15016299025063C,Cook,2990,YCCS-Innovations of Arts Integr HS,Chicago,403.9,393.0
15016299025064C,Cook,2990,YCCS-Jane Addams Alternative HS,Chicago,430.2,420.4
15016299025065C,Cook,2990,YCCS-Latino Youth Alternative HS,Chicago,414.7,391.5
15016299025066C,Cook,2990,YCCS-Olive Harvey Mid College HS,Chicago,394.8,376.2
15016299025067C,Cook,2990,YCCS-Sullivan House Alt HS,Chicago,396.0,370.0
15016299025068C,Cook,2990,YCCS-Truman Middle College HS,Chicago,447.9,420.8
15016299025070C,Cook,2990,YCCS-West Town Academy Alt HS,Chicago,402.9,389.8
15016299025071C,Cook,2990,YCCS-Westside Holistic Ldr Acad HS,Chicago,406.5,388.6
15016299025072C,Cook,2990,YCCS-Youth Connection Leadership Academy,Chicago,420.2,389.1
15016299025073C,Cook,2990,YCCS Chtr - Chatham,Chicago,396.1,376.5
15016299025074C,Cook,2990,ASPIRA Charter - Early College Prep HS,Chicago,427.0,415.1
15016299025079C,Cook,2990,Aspira Charter - Business and Finance HS,Chicago,421.8,409.3
15016299025082C,Cook,2990,CICS - Northtown  Campus,Chicago,481.2,471.7
15016299025083C,Cook,2990,CICS - Ralph Ellison Campus,Chicago,425.8,405.4
15016299025084C,Cook,2990,North Lawndale Prep Chtr - Christiana,Chicago,421.8,436.4
15016299025085C,Cook,2990,Acero Chtr Sch Network -  Major Hector P Garcia MD Campus,Chicago,467.4,454.0
15016299025086C,Cook,2990,Acero Chtr Sch Network Victoria Soto Campus,Chicago,444.5,431.4
15016299025107C,Cook,2990,Univ of Chicago Chtr-Woodlawn,Chicago,451.2,439.8
15016299025217C,Cook,2990,Chicago Math & Sci Elem Charter,Chicago,492.3,519.5
15016299025225C,Cook,2990,Chicago Virtual Charter School,Chicago,492.6,450.4
15016299025232C,Cook,2990,Catalyst Charter - Maria ES,Chicago,445.0,440.0
15016299025240C,Cook,2990,Horizon Sci Academy - Southwest Charter,Chicago,422.6,403.2
15016299025247C,Cook,2990,CICS - Longwood Campus,Chicago,413.3,392.8
15016900025201C,Cook,9000,Horizon Science Acad-McKinley Park Charter Sch,Chicago,477.8,484.5
15016902025201C,Cook,9020,Amandla Charter School,Chicago,405.9,378.7
17053006J260000,Livingston,006J,Tri Point CUSD 6-J,Kempton,475.8,457.1
17053006J260001,Livingston,006J,Tri-Point High School,Cullom,480.9,461.7
17064005026001C,McLean,50,YBMC Charter Sch,Normal,387.9,357.9
31045300026201C,Kane,3000,Cambridge Lakes Charter School,Pingree Grove,525.0,443.0
48072150025027C,Peoria,1500,Quest Charter School Academy,Peoria,443.8,425.2
50082189022001C,Saint Clair,1890,SIU Charter Sch of East St Louis,East Saint Louis,424.3,402.2
51084003A260000,Sangamon,003A,Rochester CUSD 3A,Rochester,529.0,509.6
51084003A260001,Sangamon,003A,Rochester High School,Rochester,529.0,509.6
56099200U260000,Will,200U,Beecher CUSD 200U,Beecher,494.4,479.0
56099200U260001,Will,200U,Beecher High School,Beecher,496.4,480.6
56099201U260000,Will,201U,Crete Monee CUSD 201U,Crete,479.9,444.4
56099201U260001,Will,201U,Crete-Monee High School,Crete,482.0,446.5
56099207U260000,Will,207U,Peotone CUSD 207U,Peotone,513.0,492.7
56099207U260001,Will,207U,Peotone High School,Peotone,514.0,493.7
56099209U260000,Will,209U,Wilmington CUSD 209U,Wilmington,480.5,458.4
56099209U260001,Will,209U,Wilmington High School,Wilmington,482.1,460.0
56099255U260000,Will,255U,Reed Custer CUSD 255U,Braidwood,479.1,483.8
56099255U260001,Will,255U,Reed-Custer High School,Braidwood,480.3,484.9
56099365U260000,Will,365U,Valley View CUSD 365U,Romeoville,490.3,489.1
56099365U260007,Will,365U,Bolingbrook High School,Bolingbrook,490.0,490.8
56099365U260008,Will,365U,Romeoville High School,Romeoville,493.2,488.3
